EM	OR	IM	IB
-0.0712674	0.0714276	0.0738388	-0.0738082
-0.100706	0.100882	0.120005	-0.11998
-0.0593602	0.0594203	0.0672117	-0.0670712
-0.0509789	0.0510842	0.0427583	-0.0425755
-0.11746	0.117344	0.148747	-0.14829
-0.0945871	0.0948435	0.105932	-0.105981
-0.10953	0.109632	0.142898	-0.142752
-0.103616	0.103825	0.129305	-0.129276
-0.106686	0.106841	0.120839	-0.120633
-0.131986	0.132163	0.169129	-0.169106
-0.0570186	0.0571126	0.0591017	-0.0589696
-0.0434358	0.0436445	0.0390252	-0.0390746
-0.0784846	0.0785888	0.0906627	-0.0904858
-0.060582	0.0608151	0.0681229	-0.068203
-0.135379	0.13564	0.162492	-0.162534
-0.0799642	0.080138	0.0974075	-0.0974549
-0.131719	0.131855	0.160752	-0.160572
-0.125806	0.126086	0.145737	-0.145651
-0.0595558	0.0597474	0.059284	-0.0592846
-0.0726674	0.0727818	0.0656746	-0.0655102
-0.0816599	0.0817836	0.0906037	-0.0904081
-0.0745355	0.0746304	0.0836265	-0.0834562
-0.102613	0.103597	0.124955	-0.125433
-0.0927651	0.0929132	0.12324	-0.123231
-0.082272	0.0823841	0.0971219	-0.0969633
-0.126507	0.126588	0.160227	-0.159964
-0.0883312	0.0897151	0.0964089	-0.0968386
-0.118899	0.119009	0.146178	-0.14603
-0.0516989	0.0517897	0.0440893	-0.0439507
-0.0332878	0.0333756	0.0228909	-0.0227537
-0.0794268	0.0796368	0.0926665	-0.0926763
-0.109004	0.109244	0.126191	-0.126187
-0.0808214	0.0810299	0.0944199	-0.0943984
-0.157565	0.157694	0.200153	-0.199996
-0.0821613	0.082238	0.0931401	-0.0930254
-0.0743669	0.0745876	0.0878851	-0.0879768
-0.0535794	0.0536551	0.0608243	-0.0607184
-0.086742	0.0869166	0.103596	-0.103591
-0.0670408	0.06714	0.0705194	-0.0703638
-0.171679	0.171819	0.216723	-0.216598
-0.102176	0.102304	0.117947	-0.117735
-0.0474627	0.0475604	0.049295	-0.0491279
-0.130759	0.131009	0.150827	-0.150795
-0.0848396	0.0850883	0.0994372	-0.0994527
-0.121936	0.122373	0.144996	-0.145261
-0.108496	0.108731	0.132876	-0.132856
-0.127963	0.128068	0.154522	-0.154077
-0.081293	0.0814664	0.103169	-0.103179
-0.104466	0.104609	0.119103	-0.118924
-0.0920657	0.0929877	0.111457	-0.111874
-0.100527	0.100734	0.112065	-0.111972
-0.0954819	0.0955811	0.118612	-0.118475
-0.0980156	0.0981094	0.11539	-0.115145
-0.0475662	0.0476603	0.0449484	-0.0447777
-0.104982	0.105128	0.126387	-0.126327
-0.0648494	0.0649398	0.0709144	-0.0707527
-0.0827299	0.0828175	0.105605	-0.105561
-0.144109	0.144238	0.171995	-0.171815
-0.0695343	0.0695584	0.0766536	-0.0764944
-0.0794511	0.0801871	0.0961508	-0.096534
-0.0764672	0.0766916	0.08577	-0.085791
-0.114105	0.114456	0.134357	-0.134485
-0.0685719	0.0687316	0.08447	-0.0844618
-0.0856405	0.0857234	0.110971	-0.110844
-0.0552514	0.0553769	0.0679257	-0.0679014
-0.107361	0.107985	0.121392	-0.121839
-0.138223	0.138327	0.183175	-0.183031
-0.113805	0.113941	0.124898	-0.124702
-0.119045	0.11929	0.140612	-0.140656
-0.0857225	0.0861001	0.0938631	-0.0940028
-0.102025	0.102269	0.117024	-0.117
-0.113887	0.114118	0.135145	-0.135218
-0.0610763	0.0616547	0.0675656	-0.0677297
-0.091471	0.0916501	0.112575	-0.112539
-0.0823177	0.0824407	0.0839772	-0.0837611
-0.0697753	0.0699204	0.0793575	-0.0793381
-0.139554	0.13987	0.180053	-0.180093
-0.0546695	0.0545701	0.071123	-0.0706673
-0.143465	0.143638	0.18862	-0.188576
-0.128409	0.128719	0.162009	-0.162172
-0.0299735	0.0300085	0.0238509	-0.0237027
-0.0885715	0.088783	0.11137	-0.111389
-0.0841631	0.0844388	0.097126	-0.0971854
-0.0290874	0.0291689	0.0235944	-0.0234501
-0.0276208	0.0277094	0.0203129	-0.0201788
-0.0896632	0.0905138	0.0894262	-0.0898276
-0.0773966	0.0782418	0.0941538	-0.0946683
-0.0819415	0.0820522	0.0950839	-0.0949223
-0.0855937	0.0860012	0.107647	-0.107991
-0.0927116	0.0928171	0.114768	-0.114601
-0.142401	0.14267	0.181449	-0.18153
-0.0539735	0.0542536	0.0480046	-0.0481548
-0.0783511	0.07843	0.0981667	-0.0980332
-0.125198	0.125371	0.166045	-0.166046
-0.116046	0.116236	0.14256	-0.142496
-0.112333	0.112462	0.139634	-0.139482
-0.112469	0.113418	0.128309	-0.128809
-0.107056	0.107415	0.12629	-0.12642
-0.088435	0.0887012	0.112438	-0.112601
-0.101076	0.101223	0.125361	-0.125369
