EM	OR	IM	IB
0.0129095	-0.0128755	-0.0607073	0.0608386
0.00463176	-0.00460548	-0.0643481	0.0644875
0.00590552	-0.00589219	-0.0571303	0.0572792
0.0185762	-0.0185425	-0.091962	0.0921538
0.010019	-0.010118	-0.0587375	0.0592926
0.0147155	-0.0146735	-0.0703001	0.0704456
0.00637616	-0.0063503	-0.0629108	0.0630415
-0.00269229	0.0027178	-0.0547137	0.0548519
0.0196111	-0.0195944	-0.0894033	0.0895816
0.00710409	-0.00708061	-0.0602474	0.0603835
0.0130047	-0.0129669	-0.0667005	0.066841
0.0160768	-0.0160407	-0.0766526	0.0767978
0.0110396	-0.0110124	-0.0740887	0.0742288
0.0168136	-0.0167931	-0.0686934	0.0688258
0.0119693	-0.0119398	-0.079948	0.0801181
-0.00563186	0.00565567	-0.0445319	0.0446492
0.0080815	-0.00805396	-0.0750418	0.0751975
0.0182741	-0.0182389	-0.0862047	0.0864785
0.00846104	-0.00843392	-0.0693589	0.069504
0.0282692	-0.02825	-0.106085	0.10626
0.00327933	-0.00325168	-0.0719111	0.0720641
0.0123788	-0.0123477	-0.0689346	0.0690796
0.00107825	-0.00118093	-0.066649	0.067348
-0.00279524	0.00281885	-0.0491173	0.0492313
0.0132927	-0.013261	-0.0695921	0.0697319
0.00247395	-0.00246477	-0.0606285	0.0608881
0.0116371	-0.011866	-0.0758707	0.0771952
0.00539544	-0.00536893	-0.0622673	0.0624077
0.0213303	-0.0213135	-0.0823556	0.0825296
0.0204598	-0.0204393	-0.0819566	0.0820852
0.00378676	-0.0037608	-0.0613451	0.0614819
0.00406149	-0.00403225	-0.0782177	0.0784002
-0.00195484	0.00197856	-0.0523879	0.0525034
0.00968847	-0.00966118	-0.0758014	0.0759489
0.0185537	-0.0185372	-0.0751283	0.0752662
0.0175325	-0.0175185	-0.0690751	0.0691906
0.00433123	-0.00430681	-0.0588368	0.0589525
0.0182072	-0.0181886	-0.074689	0.0748327
-0.000821544	0.000846521	-0.0612451	0.0613743
0.0112027	-0.0111805	-0.070817	0.0709932
0.0107246	-0.0107037	-0.0848474	0.0850117
0.0119147	-0.0118849	-0.0742585	0.0744217
0.00878414	-0.008755	-0.0863805	0.0865578
0.0198026	-0.0197664	-0.0870838	0.087289
0.0180816	-0.0180485	-0.0807214	0.0809074
0.00457052	-0.00454514	-0.0645889	0.0647201
0.00126644	-0.00132605	-0.0687437	0.0693238
0.00313586	-0.00311057	-0.0526216	0.0527453
0.0191957	-0.0191776	-0.0784512	0.0785845
0.00464196	-0.0047412	-0.0628357	0.0635386
0.0102078	-0.010181	-0.0818921	0.08204
0.011637	-0.0116082	-0.0685456	0.0686831
0.0013908	-0.00137459	-0.0597556	0.0599581
0.00403664	-0.00400609	-0.0781174	0.0783141
0.00376846	-0.00374193	-0.0666358	0.0667828
0.0163357	-0.0163198	-0.0682671	0.0683952
0.00369564	-0.0036715	-0.0498817	0.0499852
0.00813116	-0.00810276	-0.0803835	0.0805524
0.00155056	-0.00156341	-0.0542995	0.0544854
-0.00511064	0.00498708	-0.0464003	0.0470662
0.00900506	-0.00899475	-0.0720457	0.0721538
0.00642461	-0.00639507	-0.0851799	0.0853549
-0.00290087	0.00292666	-0.0542403	0.0543802
-0.0055882	0.00561165	-0.0446226	0.0447358
0.00756818	-0.00754108	-0.0579868	0.0581168
0.0067189	-0.00676769	-0.0764327	0.0767804
-0.00285898	0.00288161	-0.0462321	0.0463357
0.0137328	-0.0137037	-0.0890916	0.0892581
0.00395224	-0.00392249	-0.0692736	0.0694564
0.0181942	-0.0181603	-0.0892246	0.0894211
0.0170959	-0.0170625	-0.0915178	0.091724
4.85124e-05	-2.22501e-05	-0.0643425	0.0644868
0.00454181	-0.00459636	-0.0704514	0.0710033
0.00967042	-0.00964225	-0.0647594	0.0648965
0.0156585	-0.0156242	-0.0960143	0.0962487
0.00292117	-0.00290638	-0.0628772	0.0630145
0.00196384	-0.00194416	-0.0655437	0.0657992
-0.00526277	0.00518289	-0.0316162	0.0321639
0.0114021	-0.011372	-0.0572461	0.0573482
0.00690038	-0.00687202	-0.0687292	0.0688932
0.000572644	-0.000567509	-0.0591736	0.0593775
0.00289799	-0.00287236	-0.0550605	0.0551904
-0.00159588	0.00162349	-0.0579581	0.0581107
0.00886593	-0.00884811	-0.0667577	0.0668968
0.0146811	-0.0146703	-0.0589047	0.0590067
0.0196437	-0.0197358	-0.103034	0.103596
-0.00200138	0.0019001	-0.0573951	0.0579456
-0.000832168	0.000857037	-0.0612243	0.0613542
0.00423306	-0.00422054	-0.0560553	0.0561859
0.0061417	-0.00611456	-0.0655777	0.0657273
-0.00192398	0.00194952	-0.0576013	0.0577376
0.00932107	-0.00930492	-0.0696824	0.0698585
0.00561019	-0.00559806	-0.0565889	0.0567107
-0.00246792	0.00249159	-0.0465674	0.0466807
0.00529852	-0.00527056	-0.0677608	0.0679224
-2.15991e-05	3.37224e-05	-0.0502367	0.0503434
0.0149271	-0.0150269	-0.0949937	0.0956778
0.00188488	-0.00185756	-0.0683282	0.0684875
0.00321468	-0.00318921	-0.0468955	0.0470128
-0.00763532	0.00765898	-0.0376701	0.0377855
