EM	OR	IM	IB
-0.00595269	0.00602542	-0.0446778	0.0448173
0.00463176	-0.00460548	-0.0643481	0.0644875
-0.0337877	0.0338246	-0.0266318	0.0267685
-0.0207594	0.0208315	-0.061105	0.0612756
-0.0332172	0.0331489	-0.0281768	0.0287404
-0.0219038	0.0219839	-0.0435349	0.0436859
-0.0445976	0.0446511	-0.0277973	0.027926
-0.0192523	0.0192967	-0.039773	0.0398901
-0.0208004	0.0208757	-0.0581261	0.0583095
-0.0207064	0.0207662	-0.0388264	0.0389795
-0.0370748	0.0371274	-0.0295486	0.0296644
0.0160768	-0.0160407	-0.0766526	0.0767978
-0.0202679	0.0203249	-0.0507264	0.050866
-0.0212554	0.0213045	-0.0412984	0.0414295
-0.021201	0.0212768	-0.0531392	0.0533156
-0.0308611	0.0310627	-0.0245265	0.024528
-0.000421243	0.000471486	-0.0675582	0.0677225
0.0182741	-0.0182389	-0.0862047	0.0864785
0.00846104	-0.00843392	-0.0693589	0.069504
-0.00408396	0.00416606	-0.0797944	0.0799948
-0.039103	0.0392189	-0.0370321	0.0372047
-0.0368417	0.0369086	-0.0324671	0.0326143
-0.00545287	0.00536612	-0.0601014	0.0607848
-0.0300999	0.0301374	-0.0304693	0.0305825
-0.0485328	0.0486073	-0.0229785	0.0230966
-0.0676068	0.0676823	-0.00936091	0.00962743
-0.0204923	0.0202907	-0.0519136	0.0532453
-0.0019697	0.0020203	-0.0553386	0.0554785
0.00382495	-0.00379603	-0.0694706	0.0696519
0.00922777	-0.00919878	-0.0729828	0.0731113
0.00378676	-0.0037608	-0.0613451	0.0614819
-0.0041139	0.0041673	-0.0709081	0.0710995
-0.0602099	0.0603002	-0.00814461	0.00826211
-0.0740463	0.0741538	-0.0118865	0.0120359
-0.00782272	0.00790378	-0.0520953	0.0522526
-0.0219319	0.0219632	-0.0405927	0.0407014
-0.00839425	0.00843454	-0.0488937	0.0490098
-0.0162237	0.0162832	-0.047498	0.047645
-0.0377831	0.0378643	-0.0320471	0.0321889
-0.0166018	0.0166549	-0.0495329	0.0497097
-0.0406242	0.0406944	-0.0471273	0.0472968
-0.00528542	0.00533134	-0.0616276	0.0618004
-0.0268471	0.0268923	-0.0601195	0.0602847
-0.0471609	0.0472538	-0.0376398	0.037852
-0.00733046	0.0073774	-0.06321	0.0633949
0.00457052	-0.00454514	-0.0645889	0.0647201
-0.00659467	0.00655996	-0.0615871	0.0621733
-0.0720079	0.0720903	0.00185298	-0.0017471
-0.00476127	0.00481487	-0.0594198	0.059559
-0.00950583	0.00941549	-0.0521165	0.0528157
-0.0287084	0.0287823	-0.0516357	0.0517879
-0.0338378	0.0339057	-0.0344634	0.034602
-0.0163648	0.0163937	-0.0467268	0.0469382
-0.0090193	0.00906556	-0.0679788	0.0681759
-0.00820878	0.0082516	-0.0571343	0.057282
-0.00699083	0.00703278	-0.0494885	0.0496208
-0.0122539	0.0122912	-0.0379369	0.0380487
-0.0724514	0.0725612	-0.0205144	0.020707
-0.0298402	0.0298515	-0.0307251	0.0309142
-0.0369198	0.0368101	-0.0250575	0.0257231
-0.00721257	0.00727117	-0.0575048	0.0576365
-0.0413958	0.0418255	-0.047343	0.0473074
-0.0139945	0.0140372	-0.0452582	0.0453991
-0.0373137	0.0373671	-0.0210068	0.0211196
-0.010863	0.0109045	-0.0446496	0.044779
-0.0506336	0.0506082	-0.0348682	0.0351936
-0.0813944	0.0814679	0.00994243	-0.00984449
-0.0595586	0.059661	-0.033478	0.0336516
-0.0158899	0.0159339	-0.0550937	0.0552758
-0.00094813	0.0009849	-0.075209	0.0753986
-0.000643138	0.000691079	-0.0785937	0.0787994
-0.023612	0.0236522	-0.0478798	0.0480234
-0.0128555	0.0128155	-0.0577312	0.0582826
-0.00215348	0.00219803	-0.0553483	0.0554861
-0.00543954	0.00549622	-0.0784782	0.0787106
-0.0144618	0.0144826	-0.0499725	0.0501089
-0.0411597	0.0412082	-0.0350656	0.0353289
-0.0426867	0.0426422	-0.00452855	0.00508284
-0.0444263	0.0444996	-0.016914	0.0170144
-0.00453622	0.00491423	-0.0597476	0.0597205
0.000572644	-0.000567509	-0.0591736	0.0593775
0.00289799	-0.00287236	-0.0550605	0.0551904
-0.0508991	0.0512115	-0.0186868	0.0186698
0.000281457	-0.000247124	-0.0597358	0.0598708
-0.0236182	0.0236816	-0.0314978	0.0315991
-0.015303	0.0152602	-0.0749517	0.0755294
-0.0459084	0.0458365	-0.0264892	0.0270398
-0.00817681	0.00822505	-0.0542979	0.0544252
0.00423306	-0.00422054	-0.0560553	0.0561859
0.0061417	-0.00611456	-0.0655777	0.0657273
-0.0636177	0.063692	-0.0111565	0.0112772
0.00932107	-0.00930492	-0.0696824	0.0698585
-0.0206223	0.0206482	-0.0385863	0.038707
-0.0397402	0.0399171	-0.0197493	0.019784
-0.00638905	0.00643348	-0.0584299	0.0585923
-0.0642242	0.0643097	-0.00295868	0.00306634
-0.00176518	0.00295472	-0.0814125	0.0811691
-0.0397619	0.0398378	-0.0335569	0.0337001
-0.0162929	0.0163337	-0.0329107	0.0330302
-0.0177681	0.0178098	-0.0292474	0.0293648
