EM	OR	IM	IB
0.00817163	-0.0080416	-0.0825164	0.082605
0.0229919	-0.0228663	-0.111189	0.111304
0.0274492	-0.0273091	-0.112422	0.112514
0.0420551	-0.0418995	-0.158674	0.158837
0.0072439	-0.00760119	-0.0793745	0.0805515
-0.0091228	0.00926641	-0.0678505	0.0679502
0.0197801	-0.0196485	-0.101179	0.101303
0.000840804	-0.000698951	-0.0800209	0.0801079
-0.0158911	0.016071	-0.0733207	0.0734571
-0.014512	0.0146233	-0.0528378	0.0529049
0.000852459	-0.000723565	-0.0845872	0.0846554
0.0467244	-0.0465776	-0.152274	0.152414
0.0346078	-0.0344781	-0.136263	0.136394
0.0304239	-0.0302931	-0.118825	0.118971
0.0206038	-0.02046	-0.120473	0.120626
0.0198364	-0.0197228	-0.0939572	0.0940494
0.0210693	-0.0210034	-0.117557	0.117904
-0.0160552	0.0162864	-0.0721952	0.0723184
0.0239931	-0.0238498	-0.116629	0.116751
0.0560184	-0.0560084	-0.193253	0.193748
0.0605733	-0.0605109	-0.17142	0.171763
0.0303216	-0.0302025	-0.119086	0.11925
0.0551084	-0.0544347	-0.159796	0.159819
0.00331254	-0.00320246	-0.0672512	0.067356
0.00968417	-0.00962988	-0.088676	0.0889126
0.00189919	-0.00179729	-0.078693	0.0789731
0.02286	-0.0218307	-0.121403	0.121462
0.000163255	-0.000109518	-0.0788713	0.0790707
0.0153787	-0.0152729	-0.111255	0.111497
0.0610873	-0.0609437	-0.176455	0.176625
0.0535277	-0.0534003	-0.153339	0.153493
0.000500664	-0.000317832	-0.100532	0.100654
0.0437324	-0.0436165	-0.135522	0.135637
-0.0384026	0.0384696	-0.0368451	0.0370863
0.00375709	-0.00375946	-0.0878157	0.0881806
0.0212747	-0.0211403	-0.10644	0.106582
0.0723373	-0.0723847	-0.173146	0.173515
0.00183464	-0.00169953	-0.0790999	0.079196
0.0339453	-0.0338842	-0.127921	0.128178
-0.0317218	0.0318947	-0.0429186	0.0429892
-0.000571182	0.000642803	-0.0993956	0.0996907
0.03731	-0.0372244	-0.13389	0.134106
-0.0211469	0.0213178	-0.0725646	0.072684
0.00325381	-0.00307647	-0.092909	0.0930623
-0.0233694	0.0235328	-0.0592411	0.0593357
0.0219688	-0.0218227	-0.112444	0.112572
-0.00274709	0.00331648	-0.0852479	0.0852658
-0.00543052	0.00554911	-0.059836	0.059911
-0.0309925	0.0311477	-0.049203	0.0492748
0.0224766	-0.0218176	-0.110773	0.110762
0.00350805	-0.00333255	-0.10518	0.10532
0.00307246	-0.00294796	-0.0778331	0.0779217
-0.0202526	0.0203635	-0.0484293	0.0486195
0.0449372	-0.0448331	-0.159516	0.159837
0.00153941	-0.00141371	-0.0821671	0.0822712
0.0228191	-0.02275	-0.108947	0.109201
0.0261118	-0.0260293	-0.09616	0.0962706
-0.00478376	0.00472627	-0.0863089	0.0867959
0.0187257	-0.018552	-0.0975757	0.0976318
0.00116649	-0.000687785	-0.064776	0.0648247
0.0356112	-0.0354569	-0.132408	0.132587
0.0434806	-0.0433112	-0.158372	0.15858
0.0587943	-0.0586988	-0.145882	0.146035
0.00701923	-0.00690818	-0.0727792	0.0728733
0.0600671	-0.0599661	-0.152037	0.152168
0.00214105	-0.00185123	-0.0875837	0.0876303
-0.0188716	0.0189844	-0.0365146	0.0365998
-0.0024236	0.00257669	-0.0955107	0.0956583
0.00712546	-0.00698595	-0.0925612	0.0926753
0.0268896	-0.026709	-0.136382	0.13654
0.0530742	-0.0529305	-0.169357	0.169532
0.0015947	-0.00145838	-0.0866684	0.0867695
0.0736644	-0.07318	-0.18723	0.187335
0.0218985	-0.0217695	-0.108402	0.108519
0.0286086	-0.0284598	-0.144228	0.144412
-0.019836	0.0199902	-0.049637	0.049734
-0.00933819	0.00956198	-0.0599344	0.0600891
0.0198887	-0.0193492	-0.0761306	0.0760912
-0.0148993	0.0150238	-0.0480894	0.0481604
-0.00505043	0.00519709	-0.0756943	0.0757915
0.0628346	-0.0626694	-0.168878	0.168974
0.0242525	-0.0241526	-0.0986982	0.0988125
-0.00862855	0.00879367	-0.0646425	0.0647523
0.0296618	-0.0295718	-0.125157	0.125355
0.0475966	-0.0475747	-0.133173	0.133448
0.00716838	-0.00664607	-0.120615	0.120641
0.0362998	-0.035759	-0.127751	0.127764
-0.00767734	0.00780161	-0.0663598	0.066482
0.0182723	-0.0181438	-0.0969816	0.0970676
0.00848836	-0.00836188	-0.0901245	0.0902288
-0.015854	0.0160031	-0.0557953	0.0558991
0.0126197	-0.0124926	-0.0998041	0.0999066
0.0473071	-0.0472858	-0.138033	0.138336
0.0137462	-0.0136378	-0.0839958	0.0840879
0.0145677	-0.0144229	-0.104663	0.104778
-0.00292518	0.00295913	-0.0641509	0.0643738
0.0112364	-0.0105755	-0.119688	0.119722
0.0168203	-0.0166573	-0.109804	0.109937
0.00561058	-0.00550805	-0.069566	0.0696436
-0.00291166	0.00300611	-0.0573221	0.0573598
