EM	OR	IM	IB
-0.0332151	0.0333563	-0.0294302	0.0294721
-0.0561706	0.0563145	-0.00513907	0.00518424
-0.0423438	0.0424913	-0.0149637	0.0149907
-0.0843552	0.0845342	0.0096501	-0.00961933
-0.0512335	0.0517928	0.00174677	-0.00183427
-0.0573454	0.0574873	-0.00306294	0.00311234
-0.0532091	0.0533511	-0.00583944	0.00588173
-0.0371967	0.0373342	-0.028098	0.0281378
-0.0748877	0.0750869	-0.00140749	0.00145557
-0.0538382	0.0539489	0.00103956	-0.00102295
-0.0527577	0.0528812	-0.00639845	0.00644045
-0.0609667	0.0611068	-0.00638581	0.00643043
-0.061729	0.0618686	-0.00575261	0.00579449
-0.0557219	0.0558416	-0.000887155	0.000914902
-0.0708775	0.0710484	0.000717167	-0.000671144
-0.0290483	0.0291649	-0.0276434	0.0276815
-0.0680983	0.0682629	0.000577701	-0.000524514
-0.0701903	0.0704486	-0.00464329	0.00468265
-0.0580974	0.05824	-0.0063778	0.00641579
-0.0798777	0.0800542	-0.0120079	0.0120518
-0.067411	0.0675651	-0.00018194	0.000222731
-0.0634088	0.063535	0.00741523	-0.00737809
-0.0643311	0.0650186	0.00154026	-0.00163768
-0.0426345	0.0427501	-0.00970378	0.00974481
-0.0541339	0.054267	-0.00877951	0.0088205
-0.0510302	0.0512887	-0.00970024	0.00972436
-0.0559856	0.0573083	-0.0177696	0.0175533
-0.0468893	0.047034	-0.0162263	0.0162621
-0.0678868	0.0680869	0.000637118	-0.000580369
-0.0666592	0.0668005	-0.00176888	0.00181199
-0.0448703	0.0450068	-0.0198829	0.0199231
-0.0720628	0.0722472	-0.00228846	0.00233565
-0.0366002	0.0367155	-0.0244684	0.0245067
-0.0670362	0.0671882	-0.000996984	0.00104369
-0.0599867	0.0601501	-0.00346678	0.00351401
-0.0548361	0.0549752	-0.00260796	0.00265818
-0.0468878	0.0470145	-0.0112944	0.0113307
-0.0600662	0.0602494	-0.00290759	0.00295372
-0.0589158	0.0590236	-0.000200161	0.000233916
-0.0593578	0.0595347	-0.00436342	0.00440984
-0.0798599	0.0800317	0.00613069	-0.00607897
-0.0640861	0.0642571	-0.0010974	0.00114927
-0.0734585	0.0736451	-0.00887606	0.00892173
-0.0756821	0.0758961	0.00431082	-0.00426245
-0.0657265	0.0659046	-0.00338918	0.00342833
-0.0430773	0.0432073	-0.0275148	0.027554
-0.0618856	0.0624666	-0.00629058	0.0062476
-0.0369175	0.0370402	-0.0192619	0.019301
-0.0600392	0.0601952	-0.00837178	0.00841485
-0.0490563	0.0497597	-0.014472	0.0143892
-0.074823	0.0749889	0.00245071	-0.0024001
-0.060944	0.0610817	0.00333841	-0.00329129
-0.0466282	0.0468313	-0.0163641	0.0164041
-0.072391	0.0725883	-0.00163885	0.00168575
-0.0670517	0.0671911	0.00885238	-0.00882015
-0.0522626	0.0524156	-0.00718366	0.00722829
-0.0383063	0.0384097	-0.01177	0.0118094
-0.0816278	0.0817794	0.0149986	-0.0149598
-0.0418608	0.0420382	-0.0154067	0.0154095
-0.0348683	0.0355263	-0.0201078	0.0199871
-0.0564623	0.056602	-0.0135645	0.0136105
-0.0742439	0.0744146	-0.00802073	0.00806403
-0.0507036	0.0508481	-0.00473042	0.00476312
-0.0432258	0.0433429	-0.00392049	0.00396475
-0.0464498	0.0465801	-0.0078162	0.00785926
-0.0766098	0.0769489	0.0116646	-0.0116982
-0.04094	0.0410527	-0.00766929	0.00771606
-0.0857661	0.0859202	0.0122382	-0.0122069
-0.072573	0.072722	0.0141474	-0.014131
-0.0730164	0.0732167	-0.0049113	0.00496585
-0.0867132	0.0869165	0.0134995	-0.0134406
-0.0565887	0.0567399	-0.0089312	0.00897846
-0.0617749	0.0623245	-0.00572194	0.00569067
-0.0555988	0.0557285	-0.00154996	0.00160008
-0.0853696	0.0855985	0.00163281	-0.00158212
-0.0600152	0.0601684	0.00182193	-0.00176861
-0.0642084	0.0644538	0.00372778	-0.00368347
-0.024563	0.0251169	-0.0130695	0.0130103
-0.0446192	0.0447475	-0.00606202	0.00610828
-0.0491681	0.0493317	-0.0219478	0.0219901
-0.0505128	0.0507063	-0.00954013	0.00954722
-0.0376342	0.037765	-0.0223537	0.022394
-0.0551831	0.0553462	-0.0023138	0.00236478
-0.055441	0.0555898	-0.00637501	0.00642471
-0.0431169	0.0432285	-0.00771487	0.00774142
-0.0884338	0.0890038	-0.00132996	0.00126439
-0.044046	0.0445959	-0.0204478	0.0203611
-0.0582469	0.0583837	-0.00181268	0.00185918
-0.0473613	0.0474984	-0.0063233	0.00635637
-0.0516812	0.0518316	-0.0131625	0.0132063
-0.0416217	0.0417581	-0.0247711	0.0248111
-0.0471467	0.0473379	-0.0250698	0.0251146
-0.0430399	0.0431747	-0.0136997	0.0137408
-0.0352484	0.0353617	-0.017502	0.0175411
-0.0527567	0.0529176	-0.0159199	0.015962
-0.041683	0.0418062	-0.0107159	0.0107539
-0.0889396	0.0896291	0.00880186	-0.00888088
-0.0592449	0.0594208	-0.00911524	0.00916713
-0.0240431	0.0241466	-0.0305116	0.0305379
-0.0109539	0.0110683	-0.048387	0.0484247
