EM	OR	IM	IB
0.0147854	-0.014642	-0.0194925	0.0195619
-0.0278903	0.0280095	0.00823858	-0.00819378
-0.00291483	0.00304132	-0.00593029	0.00596151
-0.0301198	0.0302642	0.00451458	-0.00445364
0.000834116	-0.00039008	-0.0086909	0.00852702
-0.0374776	0.0376007	0.0164857	-0.016434
0.0191985	-0.0190462	-0.0242292	0.0243048
0.0185537	-0.0184144	-0.0213854	0.0214517
-0.0304539	0.0306228	0.00942531	-0.00935569
-0.0380803	0.0381716	0.0167273	-0.0166999
-0.00861609	0.00871651	-0.00266734	0.00271446
-0.00587055	0.00601444	-0.00752371	0.00758986
0.00115555	-0.0010195	-0.013213	0.0132836
-0.00788714	0.00799873	-0.00601866	0.00607996
-0.0264589	0.0266062	0.00750447	-0.00744151
0.00667166	-0.00656144	-0.0117943	0.0118456
0.00381962	-0.00365573	-0.0152263	0.0153092
-0.00896049	0.0091897	-0.0102152	0.0103004
-0.00216061	0.00232213	-0.0121456	0.0122165
-0.0259594	0.0261295	0.00450425	-0.00442901
-0.00305803	0.0031986	-0.00883654	0.00889983
0.0234899	-0.0233653	-0.029595	0.0296727
0.0148667	-0.0142919	-0.0219091	0.0217632
-0.0123552	0.0124662	-0.0003311	0.000383043
0.00939618	-0.00938118	-0.018307	0.0184514
-0.00302325	0.00327743	-0.00843912	0.00847522
0.0540164	-0.0529312	-0.0480865	0.0477674
0.0253596	-0.0253548	-0.028097	0.0282268
0.00994215	-0.00988471	-0.0194617	0.0196103
-0.000387694	0.00051631	-0.0101745	0.0102365
0.0205448	-0.0204155	-0.0226955	0.0227629
-0.0349314	0.0350984	0.0125867	-0.0125167
0.0407345	-0.0406117	-0.0367837	0.0368501
-0.0447712	0.0448997	0.020879	-0.020827
-0.0225851	0.0227158	0.00538221	-0.00532633
-0.0147469	0.0148751	0.000577608	-0.000517284
-0.00691619	0.0070593	-0.00650564	0.0065697
-0.0157893	0.0159382	-0.0017308	0.00180371
0.00451598	-0.00450421	-0.0158755	0.0160126
-0.0169677	0.0171199	0.00169751	-0.00163337
0.0168445	-0.0168113	-0.025328	0.0255096
-0.0255842	0.0257276	0.00421769	-0.00414937
-0.0260548	0.0262153	0.0048747	-0.00480616
-0.0494445	0.0496114	0.0207991	-0.0207442
-0.0134525	0.0135964	-0.00274882	0.00279714
0.00960843	-0.00947869	-0.016182	0.0162395
-0.0150278	0.0155077	0.000604399	-0.000695971
-0.00301383	0.00312766	-0.00595647	0.00600905
0.00554584	-0.00540211	-0.0137254	0.0137926
-0.00606241	0.00664189	-0.00491652	0.00477088
-0.00640162	0.00656179	-0.00676852	0.00684486
0.00563571	-0.00550876	-0.0166548	0.0167192
-0.0116266	0.0117081	-0.00119088	0.00133621
0.011782	-0.0115834	-0.0225291	0.0226255
-0.00916851	0.00930163	-0.00543447	0.00549306
0.0203587	-0.0203244	-0.0251818	0.0253297
0.0110307	-0.0109329	-0.0170162	0.0170745
-0.0506384	0.0507669	0.0214743	-0.0214177
-0.00250117	0.00264573	-0.00633534	0.00632301
-0.00299226	0.00352188	-0.0066637	0.0064652
0.00119174	-0.0010514	-0.0143814	0.014458
-0.0166878	0.0168388	-0.000460887	0.000530278
0.0302553	-0.0300916	-0.0361421	0.036231
-0.0209028	0.0210096	0.00449808	-0.00444296
-0.0142244	0.0143424	-0.00215607	0.00221332
-0.0228263	0.02305	-0.0031396	0.00308005
-0.0240695	0.0241706	0.0089573	-0.00891259
-0.0404263	0.0405731	0.0130888	-0.0130287
-0.00735033	0.00748377	-0.00850698	0.00857912
0.00682131	-0.00661281	-0.019957	0.0200545
-0.00402012	0.00419976	-0.0131556	0.0132455
0.0373081	-0.0371507	-0.0377817	0.0378579
0.00167717	-0.00120117	-0.0120322	0.0119644
-0.0273353	0.0274458	0.00863645	-0.00858759
0.0204396	-0.020231	-0.0304828	0.0305906
-0.0247384	0.024882	0.00353861	-0.00346202
-0.0321998	0.0324088	0.0080183	-0.00796898
0.0531925	-0.052727	-0.0439395	0.0438238
-0.0274507	0.0275643	0.0108323	-0.0107842
-0.0133119	0.0134264	-0.000331017	0.000381362
0.0297791	-0.0296044	-0.0310128	0.031043
-0.00528106	0.00539948	-0.00505601	0.0051151
-0.00675855	0.00691716	-0.00653397	0.00660756
0.033897	-0.0338292	-0.0358267	0.0359593
0.0578379	-0.057736	-0.0499068	0.0499618
-0.0546125	0.0550388	0.0232377	-0.0233571
0.0203917	-0.0199267	-0.0249469	0.0248137
-0.0238222	0.0239423	0.00348847	-0.00342434
-0.0153	0.0154257	0.00134568	-0.00131227
0.00120339	-0.00106907	-0.0109231	0.0109866
-0.00553865	0.00567076	-0.00503245	0.00509284
-0.00732427	0.00749145	-0.00404148	0.00411033
0.0725156	-0.0725383	-0.060436	0.0606269
0.0153539	-0.0152512	-0.0167695	0.0168185
-0.0098948	0.0100263	-0.0020569	0.00211416
-0.0226893	0.0227955	0.00786025	-0.00781729
-0.00833091	0.00886783	-0.0131777	0.013048
-0.0176293	0.017788	0.00189413	-0.00182874
0.000601088	-0.000513882	-0.0061529	0.00618515
0.0296169	-0.0295336	-0.0258033	0.0258413
